au2001,property_type,num_bedrooms,quarter,rent_count,rent_mean,rent_geo_mean,au_name,territory,region,rental_area
564510,Flat or Apartment,2,2020-06-01,,,,Heretaunga Park,Upper Hutt City,Wellington,Heretaunga/Silverstream
564510,House,2,2020-06-01,,,,Heretaunga Park,Upper Hutt City,Wellington,Heretaunga/Silverstream
564510,House,3,2020-06-01,,,,Heretaunga Park,Upper Hutt City,Wellington,Heretaunga/Silverstream
564510,House,4,2020-06-01,,,,Heretaunga Park,Upper Hutt City,Wellington,Heretaunga/Silverstream
564510,Flat or Apartment,2,2020-09-01,,,,Heretaunga Park,Upper Hutt City,Wellington,Heretaunga/Silverstream
564510,House,2,2020-09-01,,,,Heretaunga Park,Upper Hutt City,Wellington,Heretaunga/Silverstream
564510,House,3,2020-09-01,,,,Heretaunga Park,Upper Hutt City,Wellington,Heretaunga/Silverstream
564510,House,4,2020-09-01,,,,Heretaunga Park,Upper Hutt City,Wellington,Heretaunga/Silverstream
564520,House,3,2020-06-01,,,,Trentham South,Upper Hutt City,Wellington,Heretaunga/Silverstream
564520,House,3,2020-09-01,5.0,597.0,585.0,Trentham South,Upper Hutt City,Wellington,Heretaunga/Silverstream
564530,Flat or Apartment,1,2020-06-01,,,,Pinehaven,Upper Hutt City,Wellington,Heretaunga/Silverstream
564530,Flat or Apartment,2,2020-06-01,,,,Pinehaven,Upper Hutt City,Wellington,Heretaunga/Silverstream
564530,Flat or Apartment,3,2020-06-01,,,,Pinehaven,Upper Hutt City,Wellington,Heretaunga/Silverstream
564530,House,2,2020-06-01,,,,Pinehaven,Upper Hutt City,Wellington,Heretaunga/Silverstream
564530,House,3,2020-06-01,,,,Pinehaven,Upper Hutt City,Wellington,Heretaunga/Silverstream
564530,House,4,2020-06-01,,,,Pinehaven,Upper Hutt City,Wellington,Heretaunga/Silverstream
564530,House,5+,2020-06-01,,,,Pinehaven,Upper Hutt City,Wellington,Heretaunga/Silverstream
564530,Flat or Apartment,1,2020-09-01,,,,Pinehaven,Upper Hutt City,Wellington,Heretaunga/Silverstream
564530,Flat or Apartment,2,2020-09-01,,,,Pinehaven,Upper Hutt City,Wellington,Heretaunga/Silverstream
564530,Flat or Apartment,3,2020-09-01,,,,Pinehaven,Upper Hutt City,Wellington,Heretaunga/Silverstream
564530,House,2,2020-09-01,,,,Pinehaven,Upper Hutt City,Wellington,Heretaunga/Silverstream
564530,House,3,2020-09-01,,,,Pinehaven,Upper Hutt City,Wellington,Heretaunga/Silverstream
564530,House,4,2020-09-01,,,,Pinehaven,Upper Hutt City,Wellington,Heretaunga/Silverstream
564530,House,5+,2020-09-01,,,,Pinehaven,Upper Hutt City,Wellington,Heretaunga/Silverstream
564600,House,3,2020-06-01,,,,Nabhra,Upper Hutt City,Wellington,Heretaunga/Silverstream
564600,House,4,2020-06-01,,,,Nabhra,Upper Hutt City,Wellington,Heretaunga/Silverstream
564600,House,3,2020-09-01,,,,Nabhra,Upper Hutt City,Wellington,Heretaunga/Silverstream
564600,House,4,2020-09-01,,,,Nabhra,Upper Hutt City,Wellington,Heretaunga/Silverstream
564800,Flat or Apartment,2,2020-06-01,,,,Glendale,Lower Hutt City,Wellington,Wainuiomata
564800,Flat or Apartment,3,2020-06-01,,,,Glendale,Lower Hutt City,Wellington,Wainuiomata
564800,House,2,2020-06-01,,,,Glendale,Lower Hutt City,Wellington,Wainuiomata
564800,House,3,2020-06-01,8.0,482.0,482.0,Glendale,Lower Hutt City,Wellington,Wainuiomata
564800,House,4,2020-06-01,,,,Glendale,Lower Hutt City,Wellington,Wainuiomata
564800,Flat or Apartment,2,2020-09-01,,,,Glendale,Lower Hutt City,Wellington,Wainuiomata
564800,Flat or Apartment,3,2020-09-01,,,,Glendale,Lower Hutt City,Wellington,Wainuiomata
564800,House,2,2020-09-01,,,,Glendale,Lower Hutt City,Wellington,Wainuiomata
564800,House,3,2020-09-01,,,,Glendale,Lower Hutt City,Wellington,Wainuiomata
564800,House,4,2020-09-01,,,,Glendale,Lower Hutt City,Wellington,Wainuiomata
564900,Flat or Apartment,1,2020-06-01,,,,Parkway,Lower Hutt City,Wellington,Wainuiomata
564900,Flat or Apartment,2,2020-06-01,,,,Parkway,Lower Hutt City,Wellington,Wainuiomata
564900,Flat or Apartment,3,2020-06-01,,,,Parkway,Lower Hutt City,Wellington,Wainuiomata
564900,House,2,2020-06-01,,,,Parkway,Lower Hutt City,Wellington,Wainuiomata
564900,House,3,2020-06-01,,,,Parkway,Lower Hutt City,Wellington,Wainuiomata
564900,House,4,2020-06-01,,,,Parkway,Lower Hutt City,Wellington,Wainuiomata
564900,Flat or Apartment,1,2020-09-01,,,,Parkway,Lower Hutt City,Wellington,Wainuiomata
564900,Flat or Apartment,2,2020-09-01,,,,Parkway,Lower Hutt City,Wellington,Wainuiomata
564900,Flat or Apartment,3,2020-09-01,,,,Parkway,Lower Hutt City,Wellington,Wainuiomata
564900,House,2,2020-09-01,,,,Parkway,Lower Hutt City,Wellington,Wainuiomata
564900,House,3,2020-09-01,8.0,532.0,530.0,Parkway,Lower Hutt City,Wellington,Wainuiomata
564900,House,4,2020-09-01,,,,Parkway,Lower Hutt City,Wellington,Wainuiomata
565000,Flat or Apartment,1,2020-06-01,,,,Fernlea,Lower Hutt City,Wellington,Wainuiomata
565000,Flat or Apartment,2,2020-06-01,,,,Fernlea,Lower Hutt City,Wellington,Wainuiomata
565000,House,2,2020-06-01,,,,Fernlea,Lower Hutt City,Wellington,Wainuiomata
565000,House,3,2020-06-01,,,,Fernlea,Lower Hutt City,Wellington,Wainuiomata
565000,House,4,2020-06-01,,,,Fernlea,Lower Hutt City,Wellington,Wainuiomata
565000,Flat or Apartment,1,2020-09-01,,,,Fernlea,Lower Hutt City,Wellington,Wainuiomata
565000,Flat or Apartment,2,2020-09-01,,,,Fernlea,Lower Hutt City,Wellington,Wainuiomata
565000,House,2,2020-09-01,,,,Fernlea,Lower Hutt City,Wellington,Wainuiomata
565000,House,3,2020-09-01,,,,Fernlea,Lower Hutt City,Wellington,Wainuiomata
565000,House,4,2020-09-01,,,,Fernlea,Lower Hutt City,Wellington,Wainuiomata
565100,Flat or Apartment,2,2020-06-01,,,,Arakura,Lower Hutt City,Wellington,Wainuiomata
565100,Flat or Apartment,3,2020-06-01,,,,Arakura,Lower Hutt City,Wellington,Wainuiomata
565100,House,2,2020-06-01,,,,Arakura,Lower Hutt City,Wellington,Wainuiomata
565100,House,3,2020-06-01,5.0,498.0,497.0,Arakura,Lower Hutt City,Wellington,Wainuiomata
565100,House,4,2020-06-01,,,,Arakura,Lower Hutt City,Wellington,Wainuiomata
565100,Flat or Apartment,2,2020-09-01,,,,Arakura,Lower Hutt City,Wellington,Wainuiomata
565100,Flat or Apartment,3,2020-09-01,,,,Arakura,Lower Hutt City,Wellington,Wainuiomata
565100,House,2,2020-09-01,,,,Arakura,Lower Hutt City,Wellington,Wainuiomata
565100,House,3,2020-09-01,,,,Arakura,Lower Hutt City,Wellington,Wainuiomata
565100,House,4,2020-09-01,,,,Arakura,Lower Hutt City,Wellington,Wainuiomata
565200,Flat or Apartment,1,2020-06-01,,,,Homedale West,Lower Hutt City,Wellington,Wainuiomata
565200,Flat or Apartment,2,2020-06-01,,,,Homedale West,Lower Hutt City,Wellington,Wainuiomata
565200,Flat or Apartment,3,2020-06-01,,,,Homedale West,Lower Hutt City,Wellington,Wainuiomata
565200,House,2,2020-06-01,,,,Homedale West,Lower Hutt City,Wellington,Wainuiomata
565200,House,3,2020-06-01,5.0,483.0,480.0,Homedale West,Lower Hutt City,Wellington,Wainuiomata
565200,House,4,2020-06-01,,,,Homedale West,Lower Hutt City,Wellington,Wainuiomata
565200,Flat or Apartment,1,2020-09-01,,,,Homedale West,Lower Hutt City,Wellington,Wainuiomata
565200,Flat or Apartment,2,2020-09-01,,,,Homedale West,Lower Hutt City,Wellington,Wainuiomata
565200,Flat or Apartment,3,2020-09-01,,,,Homedale West,Lower Hutt City,Wellington,Wainuiomata
565200,House,2,2020-09-01,,,,Homedale West,Lower Hutt City,Wellington,Wainuiomata
565200,House,3,2020-09-01,,,,Homedale West,Lower Hutt City,Wellington,Wainuiomata
565200,House,4,2020-09-01,,,,Homedale West,Lower Hutt City,Wellington,Wainuiomata
565300,Flat or Apartment,2,2020-06-01,,,,Homedale East,Lower Hutt City,Wellington,Wainuiomata
565300,House,2,2020-06-01,,,,Homedale East,Lower Hutt City,Wellington,Wainuiomata
565300,House,3,2020-06-01,,,,Homedale East,Lower Hutt City,Wellington,Wainuiomata
565300,House,4,2020-06-01,,,,Homedale East,Lower Hutt City,Wellington,Wainuiomata
565300,Flat or Apartment,2,2020-09-01,,,,Homedale East,Lower Hutt City,Wellington,Wainuiomata
565300,House,2,2020-09-01,,,,Homedale East,Lower Hutt City,Wellington,Wainuiomata
565300,House,3,2020-09-01,,,,Homedale East,Lower Hutt City,Wellington,Wainuiomata
565300,House,4,2020-09-01,,,,Homedale East,Lower Hutt City,Wellington,Wainuiomata
565400,House,2,2020-06-01,,,,Pencarrow,Lower Hutt City,Wellington,Wainuiomata
565400,House,2,2020-09-01,,,,Pencarrow,Lower Hutt City,Wellington,Wainuiomata
565601,House,2,2020-06-01,,,,Pauatahanui,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565601,House,3,2020-06-01,,,,Pauatahanui,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565601,House,4,2020-06-01,,,,Pauatahanui,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565601,House,2,2020-09-01,,,,Pauatahanui,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565601,House,3,2020-09-01,,,,Pauatahanui,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565601,House,4,2020-09-01,,,,Pauatahanui,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565602,House,2,2020-06-01,,,,Endeavour,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565602,House,3,2020-06-01,,,,Endeavour,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565602,House,4,2020-06-01,5.0,736.0,733.0,Endeavour,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565602,House,5+,2020-06-01,,,,Endeavour,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565602,Room or Boarding House,1,2020-06-01,,,,Endeavour,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565602,House,2,2020-09-01,,,,Endeavour,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565602,House,3,2020-09-01,,,,Endeavour,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565602,House,4,2020-09-01,,,,Endeavour,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565602,House,5+,2020-09-01,,,,Endeavour,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565602,Room or Boarding House,1,2020-09-01,,,,Endeavour,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565603,House,3,2020-06-01,,,,Resolution,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565603,House,4,2020-06-01,,,,Resolution,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565603,House,3,2020-09-01,,,,Resolution,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565603,House,4,2020-09-01,,,,Resolution,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565604,Flat or Apartment,2,2020-06-01,,,,Adventure,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565604,House,2,2020-06-01,,,,Adventure,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565604,House,3,2020-06-01,5.0,517.0,514.0,Adventure,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565604,House,4,2020-06-01,,,,Adventure,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565604,Flat or Apartment,2,2020-09-01,,,,Adventure,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565604,House,2,2020-09-01,,,,Adventure,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565604,House,3,2020-09-01,5.0,608.0,602.0,Adventure,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565604,House,4,2020-09-01,,,,Adventure,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565901,Flat or Apartment,1,2020-06-01,,,,Paraparaumu Beach North,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565901,Flat or Apartment,2,2020-06-01,,,,Paraparaumu Beach North,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565901,Flat or Apartment,3,2020-06-01,,,,Paraparaumu Beach North,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565901,House,1,2020-06-01,,,,Paraparaumu Beach North,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565901,House,2,2020-06-01,5.0,460.0,449.0,Paraparaumu Beach North,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565901,House,3,2020-06-01,7.0,530.0,528.0,Paraparaumu Beach North,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565901,House,4,2020-06-01,,,,Paraparaumu Beach North,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565901,House,5+,2020-06-01,,,,Paraparaumu Beach North,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565901,Room or Boarding House,1,2020-06-01,,,,Paraparaumu Beach North,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565901,Flat or Apartment,1,2020-09-01,,,,Paraparaumu Beach North,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565901,Flat or Apartment,2,2020-09-01,,,,Paraparaumu Beach North,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565901,Flat or Apartment,3,2020-09-01,,,,Paraparaumu Beach North,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565901,House,1,2020-09-01,,,,Paraparaumu Beach North,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565901,House,2,2020-09-01,,,,Paraparaumu Beach North,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565901,House,3,2020-09-01,,,,Paraparaumu Beach North,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565901,House,4,2020-09-01,,,,Paraparaumu Beach North,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565901,House,5+,2020-09-01,,,,Paraparaumu Beach North,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565901,Room or Boarding House,1,2020-09-01,,,,Paraparaumu Beach North,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565902,House,2,2020-06-01,,,,Otaihanga,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565902,House,3,2020-06-01,,,,Otaihanga,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565902,House,4,2020-06-01,,,,Otaihanga,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565902,House,5+,2020-06-01,,,,Otaihanga,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565902,House,2,2020-09-01,,,,Otaihanga,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565902,House,3,2020-09-01,,,,Otaihanga,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565902,House,4,2020-09-01,,,,Otaihanga,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565902,House,5+,2020-09-01,,,,Otaihanga,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565903,Flat or Apartment,1,2020-06-01,,,,Paraparaumu Beach South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565903,Flat or Apartment,2,2020-06-01,,,,Paraparaumu Beach South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565903,Flat or Apartment,3,2020-06-01,,,,Paraparaumu Beach South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565903,House,1,2020-06-01,,,,Paraparaumu Beach South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565903,House,2,2020-06-01,7.0,397.0,381.0,Paraparaumu Beach South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565903,House,3,2020-06-01,14.0,513.0,505.0,Paraparaumu Beach South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565903,House,4,2020-06-01,,,,Paraparaumu Beach South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565903,House,5+,2020-06-01,,,,Paraparaumu Beach South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565903,Flat or Apartment,1,2020-09-01,,,,Paraparaumu Beach South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565903,Flat or Apartment,2,2020-09-01,,,,Paraparaumu Beach South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565903,Flat or Apartment,3,2020-09-01,,,,Paraparaumu Beach South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565903,House,1,2020-09-01,,,,Paraparaumu Beach South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565903,House,2,2020-09-01,6.0,456.0,455.0,Paraparaumu Beach South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565903,House,3,2020-09-01,8.0,496.0,493.0,Paraparaumu Beach South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565903,House,4,2020-09-01,5.0,503.0,413.0,Paraparaumu Beach South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565903,House,5+,2020-09-01,,,,Paraparaumu Beach South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566000,Flat or Apartment,1,2020-06-01,,,,Paraparaumu Central,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566000,Flat or Apartment,2,2020-06-01,,,,Paraparaumu Central,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566000,Flat or Apartment,3,2020-06-01,,,,Paraparaumu Central,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566000,Flat or Apartment,4,2020-06-01,,,,Paraparaumu Central,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566000,House,1,2020-06-01,,,,Paraparaumu Central,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566000,House,2,2020-06-01,8.0,459.0,455.0,Paraparaumu Central,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566000,House,3,2020-06-01,27.0,502.0,499.0,Paraparaumu Central,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566000,House,4,2020-06-01,5.0,554.0,550.0,Paraparaumu Central,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566000,House,5+,2020-06-01,,,,Paraparaumu Central,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566000,Room or Boarding House,1,2020-06-01,34.0,272.0,272.0,Paraparaumu Central,Kapiti Coast District,Wellington,Paraparaumu/Raumati
